starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 14 18:15:27 2023	1694704527	1	22	23	21
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	23
Thu Sep 14 18:15:26 2023	1694704526	0	23	23	14
Thu Sep 14 18:15:30 2023	1694704530	1	22	23	22
Thu Sep 14 18:15:28 2023	1694704528	1	22	23	20
Thu Sep 14 18:15:27 2023	1694704527	1	22	23	22
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	16
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	23
Thu Sep 14 18:15:27 2023	1694704527	1	22	23	22
Thu Sep 14 18:15:27 2023	1694704527	0	23	23	23
Thu Sep 14 18:15:30 2023	1694704530	1	22	23	21
Thu Sep 14 18:15:27 2023	1694704527	1	22	23	21
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	23
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	22
Thu Sep 14 18:15:27 2023	1694704527	0	23	23	21
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	22
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	22
Thu Sep 14 18:15:28 2023	1694704528	1	22	23	21
Thu Sep 14 18:15:26 2023	1694704526	0	23	23	22
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	23
Thu Sep 14 18:15:26 2023	1694704526	0	23	23	22
Thu Sep 14 18:15:27 2023	1694704527	0	23	23	23
Thu Sep 14 18:15:26 2023	1694704526	0	23	23	23
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	23
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	20
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	23
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	23
Thu Sep 14 18:15:30 2023	1694704530	1	22	23	22
Thu Sep 14 18:15:26 2023	1694704526	0	23	23	23
Thu Sep 14 18:15:27 2023	1694704527	0	23	23	22
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	22
Thu Sep 14 18:15:27 2023	1694704527	1	22	23	21
Thu Sep 14 18:15:27 2023	1694704527	0	23	23	21
Thu Sep 14 18:15:29 2023	1694704529	1	22	23	21
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	23
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	23
Thu Sep 14 18:15:29 2023	1694704529	1	22	23	20
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	23
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	23
Thu Sep 14 18:15:27 2023	1694704527	0	23	23	22
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	23
Thu Sep 14 18:15:26 2023	1694704526	1	22	23	21
Thu Sep 14 18:15:29 2023	1694704529	0	23	23	22
Thu Sep 14 18:15:26 2023	1694704526	1	22	23	20
Thu Sep 14 18:15:28 2023	1694704528	0	23	23	20
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:30 2023	1694704530	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	23
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	23
Thu Sep 14 18:15:28 2023	1694704528	1	23	24	20
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	24
Thu Sep 14 18:15:29 2023	1694704529	0	24	24	24
Thu Sep 14 18:15:30 2023	1694704530	1	23	24	22
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	23
Thu Sep 14 18:15:26 2023	1694704526	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	1	23	24	23
Thu Sep 14 18:15:29 2023	1694704529	1	23	24	22
Thu Sep 14 18:15:26 2023	1694704526	1	23	24	23
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	24
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:27 2023	1694704527	1	23	24	22
Thu Sep 14 18:15:28 2023	1694704528	1	23	24	23
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	21
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	23
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	1	23	24	23
Thu Sep 14 18:15:30 2023	1694704530	0	24	24	24
Thu Sep 14 18:15:26 2023	1694704526	0	24	24	15
Thu Sep 14 18:15:27 2023	1694704527	1	23	24	18
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	24
Thu Sep 14 18:15:29 2023	1694704529	0	24	24	23
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:29 2023	1694704529	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	23
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	20
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:27 2023	1694704527	1	23	24	21
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:30 2023	1694704530	0	24	24	22
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	24
Thu Sep 14 18:15:26 2023	1694704526	0	24	24	20
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	24
Thu Sep 14 18:15:28 2023	1694704528	0	24	24	20
Thu Sep 14 18:15:27 2023	1694704527	0	24	24	23
Thu Sep 14 18:15:29 2023	1694704529	1	23	24	23
Thu Sep 14 18:15:29 2023	1694704529	0	24	24	24
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	25
Thu Sep 14 18:15:28 2023	1694704528	0	25	25	21
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	24
Thu Sep 14 18:15:29 2023	1694704529	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	24
Thu Sep 14 18:15:28 2023	1694704528	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	22
Thu Sep 14 18:15:26 2023	1694704526	0	25	25	24
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	25
Thu Sep 14 18:15:29 2023	1694704529	0	25	25	25
Thu Sep 14 18:15:26 2023	1694704526	0	25	25	25
Thu Sep 14 18:15:28 2023	1694704528	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	1	24	25	23
Thu Sep 14 18:15:29 2023	1694704529	0	25	25	21
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	25
Thu Sep 14 18:15:30 2023	1694704530	0	25	25	25
Thu Sep 14 18:15:30 2023	1694704530	0	25	25	24
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	24
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	1	24	25	24
Thu Sep 14 18:15:27 2023	1694704527	1	24	25	24
Thu Sep 14 18:15:27 2023	1694704527	0	25	25	21
Thu Sep 14 18:15:28 2023	1694704528	1	24	25	20
Thu Sep 14 18:15:27 2023	1694704527	1	24	25	23
Thu Sep 14 18:15:27 2023	1694704527	1	24	25	24
Thu Sep 14 18:15:29 2023	1694704529	1	24	25	24
Thu Sep 14 18:15:29 2023	1694704529	0	25	25	25
Thu Sep 14 18:15:27 2023	1694704527	1	24	25	24
Thu Sep 14 18:15:27 2023	1694704527	0	26	26	26
Thu Sep 14 18:15:27 2023	1694704527	1	25	26	24
Thu Sep 14 18:15:27 2023	1694704527	1	25	26	20
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	26
Thu Sep 14 18:15:30 2023	1694704530	0	26	26	26
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	26
Thu Sep 14 18:15:26 2023	1694704526	0	26	26	19
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	26
Thu Sep 14 18:15:27 2023	1694704527	1	25	26	25
Thu Sep 14 18:15:29 2023	1694704529	1	25	26	25
Thu Sep 14 18:15:29 2023	1694704529	1	25	26	25
Thu Sep 14 18:15:27 2023	1694704527	0	26	26	26
Thu Sep 14 18:15:26 2023	1694704526	1	25	26	25
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	26
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	26
Thu Sep 14 18:15:29 2023	1694704529	1	25	26	24
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	26
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	25
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	26
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	26
Thu Sep 14 18:15:26 2023	1694704526	0	26	26	25
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	26
Thu Sep 14 18:15:26 2023	1694704526	1	25	26	11
Thu Sep 14 18:15:29 2023	1694704529	1	25	26	24
Thu Sep 14 18:15:27 2023	1694704527	0	26	26	25
Thu Sep 14 18:15:27 2023	1694704527	0	26	26	26
Thu Sep 14 18:15:26 2023	1694704526	0	26	26	26
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	25
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	21
Thu Sep 14 18:15:27 2023	1694704527	0	26	26	26
Thu Sep 14 18:15:27 2023	1694704527	0	26	26	25
Thu Sep 14 18:15:29 2023	1694704529	1	25	26	24
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	26
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	26
Thu Sep 14 18:15:28 2023	1694704528	0	26	26	26
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	26
Thu Sep 14 18:15:29 2023	1694704529	1	25	26	25
Thu Sep 14 18:15:29 2023	1694704529	0	26	26	26
Thu Sep 14 18:15:29 2023	1694704529	1	26	26	26
Thu Sep 14 18:15:28 2023	1694704528	0	27	27	27
Thu Sep 14 18:15:28 2023	1694704528	0	27	27	27
Thu Sep 14 18:15:29 2023	1694704529	0	27	27	27
Thu Sep 14 18:15:28 2023	1694704528	0	27	27	27
Thu Sep 14 18:15:27 2023	1694704527	0	27	27	27
Thu Sep 14 18:15:27 2023	1694704527	0	27	27	27
Thu Sep 14 18:15:27 2023	1694704527	0	27	27	13
Thu Sep 14 18:15:29 2023	1694704529	0	27	27	25
Thu Sep 14 18:15:26 2023	1694704526	0	27	27	26
Thu Sep 14 18:15:28 2023	1694704528	0	27	27	25
Thu Sep 14 18:15:27 2023	1694704527	0	27	27	27
Thu Sep 14 18:15:28 2023	1694704528	1	26	27	25
Thu Sep 14 18:15:27 2023	1694704527	0	27	27	27
Thu Sep 14 18:15:29 2023	1694704529	0	27	27	12
Thu Sep 14 18:15:29 2023	1694704529	0	27	27	27
Thu Sep 14 18:15:30 2023	1694704530	0	27	27	27
Thu Sep 14 18:15:28 2023	1694704528	0	27	27	24
Thu Sep 14 18:15:30 2023	1694704530	0	27	27	27
Thu Sep 14 18:15:27 2023	1694704527	1	26	27	26
Thu Sep 14 18:15:26 2023	1694704526	1	26	27	24
Thu Sep 14 18:15:30 2023	1694704530	0	27	27	27
Thu Sep 14 18:15:29 2023	1694704529	0	27	27	26
Thu Sep 14 18:15:27 2023	1694704527	0	27	27	27
Thu Sep 14 18:15:27 2023	1694704527	1	27	27	27
Thu Sep 14 18:15:29 2023	1694704529	0	27	27	27
Thu Sep 14 18:15:29 2023	1694704529	0	27	27	26
Thu Sep 14 18:15:29 2023	1694704529	1	26	27	26
Thu Sep 14 18:15:27 2023	1694704527	1	26	28	26
Thu Sep 14 18:15:27 2023	1694704527	0	28	28	28
Thu Sep 14 18:15:29 2023	1694704529	0	28	28	28
Thu Sep 14 18:15:29 2023	1694704529	0	28	28	28
Thu Sep 14 18:15:29 2023	1694704529	1	27	28	17
Thu Sep 14 18:15:29 2023	1694704529	0	28	28	27
Thu Sep 14 18:15:29 2023	1694704529	0	28	28	28
Thu Sep 14 18:15:29 2023	1694704529	0	28	28	28
Thu Sep 14 18:15:29 2023	1694704529	0	28	28	28
Thu Sep 14 18:15:26 2023	1694704526	0	28	28	28
Thu Sep 14 18:15:28 2023	1694704528	0	28	28	28
Thu Sep 14 18:15:28 2023	1694704528	0	28	28	28
Thu Sep 14 18:15:29 2023	1694704529	0	28	28	27
Thu Sep 14 18:15:29 2023	1694704529	1	27	28	26
Thu Sep 14 18:15:28 2023	1694704528	1	27	28	26
Thu Sep 14 18:15:27 2023	1694704527	0	28	28	28
Thu Sep 14 18:15:27 2023	1694704527	0	28	28	25
Thu Sep 14 18:15:28 2023	1694704528	0	28	28	27
Thu Sep 14 18:15:28 2023	1694704528	1	27	28	27
Thu Sep 14 18:15:29 2023	1694704529	1	27	28	27
Thu Sep 14 18:15:26 2023	1694704526	0	29	29	28
Thu Sep 14 18:15:29 2023	1694704529	1	28	29	28
Thu Sep 14 18:15:30 2023	1694704530	0	29	29	29
Thu Sep 14 18:15:28 2023	1694704528	1	28	29	27
Thu Sep 14 18:15:28 2023	1694704528	1	28	29	28
Thu Sep 14 18:15:27 2023	1694704527	1	28	29	28
Thu Sep 14 18:15:27 2023	1694704527	1	28	29	28
Thu Sep 14 18:15:28 2023	1694704528	1	28	29	26
Thu Sep 14 18:15:29 2023	1694704529	0	29	29	29
Thu Sep 14 18:15:29 2023	1694704529	0	29	29	29
Thu Sep 14 18:15:26 2023	1694704526	0	29	29	28
Thu Sep 14 18:15:28 2023	1694704528	0	29	29	29
Thu Sep 14 18:15:27 2023	1694704527	0	29	29	29
Thu Sep 14 18:15:28 2023	1694704528	0	29	29	29
Thu Sep 14 18:15:30 2023	1694704530	0	30	30	20
Thu Sep 14 18:15:28 2023	1694704528	0	30	30	29
Thu Sep 14 18:15:27 2023	1694704527	0	30	30	30
Thu Sep 14 18:15:27 2023	1694704527	0	30	30	30
Thu Sep 14 18:15:26 2023	1694704526	0	30	30	29
Thu Sep 14 18:15:28 2023	1694704528	0	30	30	29
Thu Sep 14 18:15:28 2023	1694704528	0	30	30	30
Thu Sep 14 18:15:28 2023	1694704528	0	30	30	30
Thu Sep 14 18:15:28 2023	1694704528	0	30	30	29
Thu Sep 14 18:15:28 2023	1694704528	0	30	30	30
Thu Sep 14 18:15:29 2023	1694704529	0	31	31	31
Thu Sep 14 18:15:27 2023	1694704527	0	31	31	31
Thu Sep 14 18:15:27 2023	1694704527	0	31	31	31
Thu Sep 14 18:15:28 2023	1694704528	1	30	31	30
Thu Sep 14 18:15:28 2023	1694704528	0	31	31	31
Thu Sep 14 18:15:27 2023	1694704527	1	30	31	30
Thu Sep 14 18:15:28 2023	1694704528	0	31	31	21
Thu Sep 14 18:15:27 2023	1694704527	0	31	31	31
Thu Sep 14 18:15:27 2023	1694704527	0	31	31	22
Thu Sep 14 18:15:28 2023	1694704528	0	31	31	29
Thu Sep 14 18:15:27 2023	1694704527	0	32	32	31
Thu Sep 14 18:15:28 2023	1694704528	0	32	32	32
Thu Sep 14 18:15:26 2023	1694704526	1	31	32	31
Thu Sep 14 18:15:26 2023	1694704526	0	32	32	31
Thu Sep 14 18:15:28 2023	1694704528	0	32	32	32
Thu Sep 14 18:15:27 2023	1694704527	0	32	32	32
Thu Sep 14 18:15:28 2023	1694704528	0	32	32	31
Thu Sep 14 18:15:27 2023	1694704527	1	31	32	31
Thu Sep 14 18:15:29 2023	1694704529	0	32	32	32
Thu Sep 14 18:15:27 2023	1694704527	0	32	32	31
Thu Sep 14 18:15:28 2023	1694704528	1	31	32	26
Thu Sep 14 18:15:26 2023	1694704526	0	33	33	33
Thu Sep 14 18:15:26 2023	1694704526	0	33	33	33
Thu Sep 14 18:15:26 2023	1694704526	0	33	33	33
Thu Sep 14 18:15:30 2023	1694704530	0	33	33	33
Thu Sep 14 18:15:26 2023	1694704526	1	33	34	33
Thu Sep 14 18:15:27 2023	1694704527	1	33	34	33
Thu Sep 14 18:15:29 2023	1694704529	0	34	34	25
Thu Sep 14 18:15:26 2023	1694704526	2	32	34	32
Thu Sep 14 18:15:28 2023	1694704528	1	33	34	33
Thu Sep 14 18:15:27 2023	1694704527	0	34	34	34
Thu Sep 14 18:15:27 2023	1694704527	0	34	34	32
Thu Sep 14 18:15:27 2023	1694704527	0	34	34	34
Thu Sep 14 18:15:27 2023	1694704527	0	34	34	34
Thu Sep 14 18:15:28 2023	1694704528	2	32	34	31
Thu Sep 14 18:15:27 2023	1694704527	1	33	34	33
Thu Sep 14 18:15:29 2023	1694704529	1	33	34	32
Thu Sep 14 18:15:26 2023	1694704526	1	34	35	33
Thu Sep 14 18:15:29 2023	1694704529	0	35	35	28
Thu Sep 14 18:15:26 2023	1694704526	0	35	35	35
Thu Sep 14 18:15:26 2023	1694704526	0	35	35	35
Thu Sep 14 18:15:28 2023	1694704528	0	35	35	35
Thu Sep 14 18:15:28 2023	1694704528	0	35	35	35
Thu Sep 14 18:15:28 2023	1694704528	1	34	35	33
Thu Sep 14 18:15:27 2023	1694704527	0	35	35	35
Thu Sep 14 18:15:29 2023	1694704529	0	35	35	21
Thu Sep 14 18:15:28 2023	1694704528	1	34	35	34
Thu Sep 14 18:15:26 2023	1694704526	1	35	36	35
Thu Sep 14 18:15:28 2023	1694704528	0	36	36	36
Thu Sep 14 18:15:28 2023	1694704528	1	35	36	33
Thu Sep 14 18:15:26 2023	1694704526	0	36	36	34
Thu Sep 14 18:15:28 2023	1694704528	1	35	36	34
Thu Sep 14 18:15:29 2023	1694704529	0	36	36	36
Thu Sep 14 18:15:27 2023	1694704527	0	36	36	27
Thu Sep 14 18:15:26 2023	1694704526	0	37	37	37
Thu Sep 14 18:15:26 2023	1694704526	1	36	37	35
Thu Sep 14 18:15:28 2023	1694704528	1	36	37	36
Thu Sep 14 18:15:27 2023	1694704527	0	37	37	37
Thu Sep 14 18:15:29 2023	1694704529	0	37	37	35
Thu Sep 14 18:15:28 2023	1694704528	1	37	38	36
Thu Sep 14 18:15:28 2023	1694704528	0	38	38	37
Thu Sep 14 18:15:29 2023	1694704529	0	38	38	38
Thu Sep 14 18:15:26 2023	1694704526	1	37	38	37
Thu Sep 14 18:15:26 2023	1694704526	0	38	38	38
Thu Sep 14 18:15:28 2023	1694704528	0	39	39	38
Thu Sep 14 18:15:26 2023	1694704526	0	39	39	39
Thu Sep 14 18:15:27 2023	1694704527	0	39	39	38
Thu Sep 14 18:15:26 2023	1694704526	0	39	39	35
Thu Sep 14 18:15:29 2023	1694704529	0	39	39	39
Thu Sep 14 18:15:27 2023	1694704527	1	38	39	38
Thu Sep 14 18:15:29 2023	1694704529	0	39	39	38
Thu Sep 14 18:15:28 2023	1694704528	1	38	39	35
Thu Sep 14 18:15:29 2023	1694704529	1	39	40	39
Thu Sep 14 18:15:27 2023	1694704527	1	39	40	39
Thu Sep 14 18:15:27 2023	1694704527	0	40	40	39
Thu Sep 14 18:15:26 2023	1694704526	0	40	40	40
Thu Sep 14 18:15:27 2023	1694704527	1	39	40	39
Thu Sep 14 18:15:26 2023	1694704526	0	40	40	39
Thu Sep 14 18:15:27 2023	1694704527	0	41	41	41
Thu Sep 14 18:15:29 2023	1694704529	0	41	41	41
Thu Sep 14 18:15:29 2023	1694704529	1	41	42	41
Thu Sep 14 18:15:28 2023	1694704528	1	41	42	41
Thu Sep 14 18:15:28 2023	1694704528	0	42	42	42
Thu Sep 14 18:15:29 2023	1694704529	0	42	42	41
Thu Sep 14 18:15:26 2023	1694704526	0	42	42	42
Thu Sep 14 18:15:29 2023	1694704529	0	42	42	42
Thu Sep 14 18:15:29 2023	1694704529	0	42	42	42
Thu Sep 14 18:15:29 2023	1694704529	1	42	43	42
Thu Sep 14 18:15:28 2023	1694704528	0	43	43	43
Thu Sep 14 18:15:26 2023	1694704526	0	43	43	43
Thu Sep 14 18:15:27 2023	1694704527	0	44	44	42
Thu Sep 14 18:15:26 2023	1694704526	0	44	44	44
Thu Sep 14 18:15:26 2023	1694704526	1	43	44	43
Thu Sep 14 18:15:26 2023	1694704526	0	45	45	45
Thu Sep 14 18:15:27 2023	1694704527	0	45	45	43
Thu Sep 14 18:15:27 2023	1694704527	0	45	45	43
Thu Sep 14 18:15:28 2023	1694704528	1	44	45	44
Thu Sep 14 18:15:26 2023	1694704526	1	45	46	45
Thu Sep 14 18:15:29 2023	1694704529	0	46	46	44
Thu Sep 14 18:15:27 2023	1694704527	0	46	46	44
Thu Sep 14 18:15:27 2023	1694704527	0	46	46	42
Thu Sep 14 18:15:27 2023	1694704527	1	46	47	45
Thu Sep 14 18:15:29 2023	1694704529	0	47	47	47
Thu Sep 14 18:15:28 2023	1694704528	0	47	47	47
Thu Sep 14 18:15:28 2023	1694704528	0	47	47	47
Thu Sep 14 18:15:28 2023	1694704528	1	47	47	47
Thu Sep 14 18:15:28 2023	1694704528	1	47	48	47
Thu Sep 14 18:15:28 2023	1694704528	0	48	48	48
Thu Sep 14 18:15:27 2023	1694704527	0	48	48	47
Thu Sep 14 18:15:28 2023	1694704528	0	49	49	48
Thu Sep 14 18:15:29 2023	1694704529	0	49	49	48
Thu Sep 14 18:15:26 2023	1694704526	0	49	49	49
Thu Sep 14 18:15:28 2023	1694704528	0	50	50	50
Thu Sep 14 18:15:29 2023	1694704529	0	50	50	50
Thu Sep 14 18:15:29 2023	1694704529	0	50	50	50
